company_id,company_name,parent_company,hq_country,hq_region,founded_year,maturity_class,ownership_type,sector,status,ceased_year,segment_primary,segment_secondary,modality_primary,unit_of_observation,temporal_granularity,spatial_scope,countries_claimed,domains_primary,domains_secondary,human_subjects,consent_model,access_model,microdata_access,evidence_level,notes
markinor,Markinor,Ipsos,ZAF,SSA,1975,established,subsidiary,for_profit,absorbed,2007,field_agency,survey_insights,face_to_face,individual,episodic,single_region,10,consumer_behavior|public_opinion,media_audience,direct,explicit_consent,project_commission,none,A,Leading South African research house bought by Ipsos in September 2007 and traded as Ipsos Markinor; ran large surveys across Sub-Saharan Africa
rms_nigeria,Research and Marketing Services,Kantar,NGA,SSA,1980,established,subsidiary,for_profit,absorbed,2010,field_agency,survey_insights,face_to_face,individual,episodic,single_region,5,consumer_behavior|public_opinion,media_audience,direct,explicit_consent,project_commission,none,A,Largest custom research agency in West and Central Africa; TNS took a majority stake in December 2010 adding Nigeria Senegal Cameroon Ivory Coast and Ghana to its network
omedia,Omedia,Ipsos,SEN,SSA,1998,established,subsidiary,for_profit,absorbed,2023,field_agency,audience_measurement,face_to_face,individual,monthly,single_region,3,media_audience|consumer_behavior,web_content,direct,explicit_consent,project_commission,none,A,Leading agency in western Sub-Saharan Africa running audience measurement and advertising monitoring; owned by Mediametrie then sold to Ipsos in July 2023
repucom_africa,Repucom Africa,Nielsen,ZAF,SSA,2004,scaleup,subsidiary,for_profit,absorbed,2017,audience_measurement,NA,device_passive,individual,daily,single_region,6,media_audience,consumer_behavior,indirect,contractual_third_party,subscription,none,B,Sports audience and sponsorship measurement operated by TransAfrica Media; bought by Nielsen in 2017
hivemapper,Hivemapper,NA,USA,NOAM,2015,scaleup,private_vc,for_profit,active,NA,distributed_sensing,earth_observation,crowd_sensor,place,daily,global,80,earth_observation|mobility_location,infrastructure,indirect,explicit_consent,marketplace,commercial_only,A,Drivers buy dashcams and are paid in tokens for street imagery; has mapped 28 percent of the world road network and sells training data to autonomous vehicle firms
dimo,DIMO,NA,USA,NOAM,2021,startup,private_vc,for_profit,active,NA,distributed_sensing,iot_telemetry,crowd_sensor,vehicle,real_time,multi_region,20,device_telemetry|mobility_location,NA,direct,explicit_consent,marketplace,commercial_only,A,Drivers connect their own vehicles and are paid for telemetry; over 165000 vehicles and 100 million miles logged
weatherxm,WeatherXM,NA,GRC,WEU,2021,startup,private_vc,for_profit,active,NA,distributed_sensing,climate_risk,crowd_sensor,area,real_time,global,90,environment_climate,agriculture,indirect,explicit_consent,marketplace,commercial_only,A,Community-owned weather stations rewarded per reading with data-quality thresholds gating payment
nova_labs_helium,Nova Labs,NA,USA,NOAM,2013,scaleup,private_vc,for_profit,active,NA,distributed_sensing,iot_telemetry,crowd_sensor,device,real_time,global,80,device_telemetry|infrastructure,NA,indirect,explicit_consent,marketplace,commercial_only,B,Helium network of contributor-operated wireless hotspots; the template most later contributor-sensor networks copied
safecast,Safecast,NA,JPN,EAS,2011,scaleup,nonprofit,nonprofit,active,NA,distributed_sensing,climate_risk,crowd_sensor,area,real_time,global,90,environment_climate,health_clinical,indirect,explicit_consent,open_free,open,B,Volunteer radiation and air quality measurement begun after Fukushima; all readings published openly and the clearest precedent for contributor sensing without tokens
biobot,Biobot Analytics,NA,USA,NOAM,2017,scaleup,private_vc,for_profit,active,NA,health_rwd,climate_risk,environmental_sample,area,weekly,multi_region,5,health_clinical,NA,none,not_applicable,subscription,researcher_restricted,A,Wastewater epidemiology from MIT research; held the US national monitoring contract before losing it to Verily
verily,Verily Life Sciences,Alphabet,USA,NOAM,2015,scaleup,subsidiary,for_profit,active,NA,health_rwd,distributed_sensing,environmental_sample,patient,daily,multi_region,10,health_clinical,environment_climate,indirect,contractual_third_party,project_commission,researcher_restricted,A,Holds the US national wastewater monitoring contract alongside consented clinical and wearable studies
wastewaterscan,WastewaterSCAN,Stanford and Emory,USA,NOAM,2020,startup,academic,academic,active,NA,health_rwd,NA,environmental_sample,area,weekly,single_country,1,health_clinical,NA,none,not_applicable,open_free,open,A,Academic wastewater network publishing openly and sharing with the CDC without federal funding
hawkeye_360,HawkEye 360,NA,USA,NOAM,2015,scaleup,private_vc,for_profit,active,NA,earth_observation,social_osint,signals_rf,area,daily,global,195,conflict_security|supply_chain,infrastructure,none,not_applicable,subscription,researcher_restricted,A,Geolocates radio emitters from 144 MHz to 15 GHz; finds vessels and jammers that imaging satellites cannot see
unseenlabs,Unseenlabs,NA,FRA,WEU,2015,scaleup,private_vc,for_profit,active,NA,earth_observation,trade_logistics,signals_rf,vehicle,daily,global,195,supply_chain|conflict_security,energy_extractives,none,not_applicable,subscription,commercial_only,A,French radio frequency constellation specialising in detecting vessels that have switched off their transponders
kleos_space,Kleos Space,NA,LUX,WEU,2017,scaleup,private_vc,for_profit,active,NA,earth_observation,trade_logistics,signals_rf,vehicle,daily,global,195,supply_chain|conflict_security,NA,none,not_applicable,subscription,commercial_only,B,Time-difference-of-arrival radio geolocation aimed at dark vessel detection
naturemetrics,NatureMetrics,NA,GBR,WEU,2014,scaleup,private_vc,for_profit,active,NA,climate_risk,earth_observation,environmental_sample,area,episodic,global,100,biodiversity|environment_climate,agriculture,none,not_applicable,project_commission,researcher_restricted,A,Environmental DNA from water and soil combined with bioacoustics to measure species presence without observing animals
rainforest_connection,Rainforest Connection,NA,USA,NOAM,2014,scaleup,nonprofit,nonprofit,active,NA,climate_risk,social_osint,acoustic,area,real_time,multi_region,35,biodiversity|environment_climate,conflict_security,none,not_applicable,open_free,researcher_restricted,A,Solar-powered forest microphones detecting chainsaws gunshots and species calls in real time across tropical forests
fugro,Fugro,NA,NLD,WEU,1962,established,public_listed,for_profit,active,NA,earth_observation,climate_risk,sensor_hardware,area,episodic,global,60,infrastructure|biodiversity,environment_climate|energy_extractives,none,not_applicable,project_commission,commercial_only,B,Seabed and subsurface geo-data specialist now combining bioacoustics and environmental DNA in marine survey
clarity_movement,Clarity Movement,NA,USA,NOAM,2014,scaleup,private_vc,for_profit,active,NA,climate_risk,distributed_sensing,sensor_hardware,area,real_time,global,80,environment_climate|health_clinical,NA,none,not_applicable,subscription,researcher_restricted,A,Solar-powered air quality nodes sold as sensing-as-a-service to cities and environmental agencies
aclima,Aclima,NA,USA,NOAM,2011,scaleup,private_vc,for_profit,active,NA,climate_risk,location_mobility,sensor_hardware,area,daily,single_country,1,environment_climate|health_clinical,mobility_location,none,not_applicable,subscription,researcher_restricted,A,Instrumented vehicle fleets mapping air pollution at block level rather than by fixed station
nuview,NUVIEW,NA,USA,NOAM,2022,startup,private_vc,for_profit,active,NA,earth_observation,climate_risk,remote_sensing,area,episodic,global,195,earth_observation|infrastructure,biodiversity,none,not_applicable,subscription,commercial_only,B,Building a commercial lidar constellation to map surface elevation from orbit
orbital_sidekick,Orbital Sidekick,NA,USA,NOAM,2016,scaleup,private_vc,for_profit,active,NA,earth_observation,climate_risk,remote_sensing,area,weekly,global,195,energy_extractives|environment_climate,infrastructure,none,not_applicable,subscription,commercial_only,B,Hyperspectral monitoring of pipelines and industrial sites for leaks and encroachment
wyvern,Wyvern,NA,CAN,NOAM,2018,scaleup,private_vc,for_profit,active,NA,earth_observation,climate_risk,remote_sensing,area,weekly,global,195,agriculture|environment_climate,earth_observation,none,not_applicable,subscription,commercial_only,B,Deployable-optic hyperspectral imaging aimed at agriculture and forestry
hydrosat,Hydrosat,NA,USA,NOAM,2017,scaleup,private_vc,for_profit,active,NA,earth_observation,climate_risk,remote_sensing,area,daily,global,195,agriculture|environment_climate,earth_observation,none,not_applicable,subscription,researcher_restricted,B,Thermal infrared imaging for crop water stress and drought monitoring
muon_space,Muon Space,NA,USA,NOAM,2021,startup,private_vc,for_profit,active,NA,earth_observation,climate_risk,remote_sensing,area,daily,global,195,environment_climate|earth_observation,agriculture,none,not_applicable,project_commission,commercial_only,B,Builds and flies mission-specific climate sensing constellations for customers
myriota,Myriota,NA,AUS,OCE,2015,scaleup,private_vc,for_profit,active,NA,iot_telemetry,distributed_sensing,sensor_hardware,device,daily,global,100,device_telemetry|agriculture,environment_climate,indirect,contractual_third_party,subscription,commercial_only,B,Low-power satellite connectivity that makes sensors viable where no terrestrial network reaches
astrocast,Astrocast,NA,CHE,WEU,2014,scaleup,public_listed,for_profit,active,NA,iot_telemetry,distributed_sensing,sensor_hardware,device,daily,global,100,device_telemetry|agriculture,environment_climate,indirect,contractual_third_party,subscription,commercial_only,B,Satellite internet of things network for remote asset and environmental sensors
nearmap,Nearmap,Thoma Bravo,AUS,OCE,2007,established,private_pe,for_profit,active,NA,earth_observation,climate_risk,remote_sensing,area,quarterly,multi_region,4,earth_observation|housing_property,infrastructure,none,not_applicable,subscription,commercial_only,B,High-resolution aerial survey flown on a fixed refresh cycle over urban areas
vexcel_imaging,Vexcel Imaging,NA,AUT,WEU,1985,established,private_pe,for_profit,active,NA,earth_observation,climate_risk,remote_sensing,area,annual,multi_region,30,earth_observation|housing_property,infrastructure,none,not_applicable,subscription,commercial_only,B,Aerial camera maker that also flies and licenses its own continental imagery programmes
mapillary,Mapillary,Meta,SWE,WEU,2013,scaleup,subsidiary,for_profit,absorbed,2020,distributed_sensing,earth_observation,crowd_sensor,place,daily,global,190,earth_observation|infrastructure,mobility_location,indirect,platform_terms,open_free,none,B,Crowdsourced street-level imagery from volunteer phone and dashcam uploads; bought by Meta in 2020 and the direct precursor to token-paid mapping
airqo,AirQo,Makerere University,UGA,SSA,2015,scaleup,academic,academic,active,NA,climate_risk,distributed_sensing,crowd_sensor,area,real_time,single_region,16,environment_climate|health_clinical,infrastructure,none,not_applicable,open_free,open,A,Over 300 locally designed sensors at about 150 dollars each hosted by communities and city authorities across Kampala Nairobi Lagos Accra and 16 African cities; data published openly
code_for_africa,Code for Africa,NA,ZAF,SSA,2012,scaleup,nonprofit,nonprofit,active,NA,distributed_sensing,social_osint,crowd_sensor,area,real_time,single_region,20,environment_climate|social_discourse,health_clinical,none,not_applicable,open_free,open,B,Runs the sensors.AFRICA citizen air and water monitoring network alongside open civic data and forensic investigation programmes
aerobotics,Aerobotics,NA,ZAF,SSA,2014,scaleup,private_vc,for_profit,active,NA,earth_observation,climate_risk,remote_sensing,area,weekly,multi_region,18,agriculture|earth_observation,environment_climate,none,not_applicable,subscription,commercial_only,A,Cape Town drone and satellite analytics for perennial tree crops; now sells into the United States as well as African markets
ujuzikilimo,UjuziKilimo,NA,KEN,SSA,2015,scaleup,private_vc,for_profit,active,NA,distributed_sensing,climate_risk,crowd_sensor,area,daily,single_region,4,agriculture|environment_climate,NA,none,not_applicable,subscription,none,A,Handheld spectral soil sensors used by farmers and agrodealers; over 17600 smallholder soil tests completed and a smartphone-connected version launched in 2025
robocare,RoboCare,NA,TUN,MENA,2019,startup,private_vc,for_profit,active,NA,earth_observation,climate_risk,remote_sensing,area,weekly,single_region,5,agriculture|environment_climate,earth_observation,none,not_applicable,subscription,commercial_only,A,Tunisian precision agriculture platform fusing satellite imagery drone flights and ground IoT sensors
astral_aerial,Astral Aerial Solutions,NA,KEN,SSA,2016,scaleup,private_independent,for_profit,active,NA,earth_observation,NA,remote_sensing,area,episodic,single_region,6,earth_observation|agriculture,infrastructure,none,not_applicable,project_commission,commercial_only,C,Kenyan drone operator flying survey mapping and inspection missions across East Africa
earthranger,EarthRanger,Allen Institute,USA,NOAM,2016,scaleup,nonprofit,nonprofit,active,NA,distributed_sensing,climate_risk,sensor_hardware,area,real_time,multi_region,40,biodiversity|conflict_security,environment_climate,none,not_applicable,open_free,researcher_restricted,B,Aggregates acoustic sensors tracking collars camera traps and ranger reports into one operational picture; the dominant protected-area sensing platform in Africa
falcon_eye_drones,Falcon Eye Drones,NA,ARE,MENA,2014,scaleup,private_independent,for_profit,active,NA,earth_observation,NA,remote_sensing,area,episodic,single_region,2,infrastructure|energy_extractives,agriculture,none,not_applicable,project_commission,commercial_only,A,Dubai-based commercial drone surveying and inspection operator with a dedicated Saudi operation
falcon_3d,Falcon 3D,NA,ARE,MENA,2015,scaleup,private_independent,for_profit,active,NA,earth_observation,NA,remote_sensing,area,episodic,single_region,3,infrastructure|housing_property,earth_observation,none,not_applicable,project_commission,commercial_only,B,Gulf laser scanning and drone survey firm producing three-dimensional built-environment data
digital_earth_africa,Digital Earth Africa,NA,ZAF,SSA,2019,scaleup,nonprofit,nonprofit,active,NA,earth_observation,climate_risk,remote_sensing,area,daily,single_region,54,earth_observation|agriculture,environment_climate|infrastructure,none,not_applicable,open_free,open,A,Continental analysis-ready satellite data service making Landsat and Sentinel archives usable across Africa; established with Geoscience Australia support and now Africa-hosted
sansa,South African National Space Agency,Government of South Africa,ZAF,SSA,2010,established,state_linked,governmental,active,NA,earth_observation,climate_risk,remote_sensing,area,daily,single_region,15,earth_observation|environment_climate,infrastructure,none,not_applicable,open_free,researcher_restricted,B,Operates receiving stations and distributes satellite data across Southern Africa; the continent's most developed national space data capability
nasrda,National Space Research and Development Agency,Government of Nigeria,NGA,SSA,1999,established,state_linked,governmental,active,NA,earth_observation,climate_risk,remote_sensing,area,weekly,single_region,10,earth_observation|agriculture,conflict_security|infrastructure,none,not_applicable,project_commission,none,B,Operates the NigeriaSat series for disaster management and resource monitoring
egsa,Egyptian Space Agency,Government of Egypt,EGY,MENA,2018,scaleup,state_linked,governmental,active,NA,earth_observation,climate_risk,remote_sensing,area,weekly,single_region,8,earth_observation|agriculture,infrastructure,none,not_applicable,project_commission,none,B,Runs Egyptian earth observation satellites and the continental African space cooperation headquarters in Cairo
kenya_space_agency,Kenya Space Agency,Government of Kenya,KEN,SSA,2017,scaleup,state_linked,governmental,active,NA,earth_observation,climate_risk,remote_sensing,area,weekly,single_country,1,earth_observation|agriculture,environment_climate,none,not_applicable,project_commission,none,B,Operates Taifa-1 and coordinates national earth observation data use
essti,Ethiopian Space Science and Technology Institute,Government of Ethiopia,ETH,SSA,2016,scaleup,state_linked,governmental,active,NA,earth_observation,climate_risk,remote_sensing,area,weekly,single_country,1,earth_observation|agriculture,environment_climate,none,not_applicable,project_commission,none,C,Operates Ethiopian remote sensing satellites for agriculture and water monitoring
mbrsc,Mohammed Bin Rashid Space Centre,Government of Dubai,ARE,MENA,2006,established,state_linked,governmental,active,NA,earth_observation,NA,remote_sensing,area,daily,single_region,5,earth_observation|infrastructure,environment_climate,none,not_applicable,project_commission,researcher_restricted,B,Operates KhalifaSat and MBZ-SAT giving the UAE independent high-resolution imaging
tubitak_uzay,TUBITAK Space Technologies Research Institute,Government of Turkiye,TUR,MENA,1985,established,state_linked,governmental,active,NA,earth_observation,NA,remote_sensing,area,weekly,single_country,1,earth_observation|conflict_security,agriculture,none,not_applicable,project_commission,none,B,Builds and operates the IMECE and RASAT earth observation satellites
imagesat,ImageSat International,NA,ISR,MENA,1997,established,private_independent,for_profit,active,NA,earth_observation,social_osint,remote_sensing,area,daily,global,195,earth_observation|conflict_security,infrastructure,none,not_applicable,subscription,commercial_only,A,Operates the EROS satellite series; EROS NOVA unveiled in September 2026 images at 25 centimetres with onboard AI processing
taranis,Taranis,NA,ISR,MENA,2015,scaleup,private_vc,for_profit,active,NA,earth_observation,climate_risk,remote_sensing,area,weekly,multi_region,15,agriculture|earth_observation,environment_climate,none,not_applicable,subscription,commercial_only,A,Low-flying aircraft and drones capturing leaf-level crop imagery at speed with AI detection of disease and infestation
agritask,Agritask,NA,ISR,MENA,2013,scaleup,private_vc,for_profit,active,NA,climate_risk,earth_observation,sensor_hardware,area,daily,global,35,agriculture|environment_climate,supply_chain,none,not_applicable,subscription,commercial_only,A,Fuses in-field sensors weather stations and satellite imagery across more than 50 crop types and 35 countries with a focus on frontier markets
asterra,ASTERRA,NA,ISR,MENA,2013,scaleup,private_vc,for_profit,active,NA,earth_observation,climate_risk,remote_sensing,area,monthly,global,60,infrastructure|environment_climate,housing_property,none,not_applicable,subscription,commercial_only,B,Applies algorithms to synthetic aperture radar to find underground water leaks and soil moisture without any ground instrumentation
norc,NORC at the University of Chicago,NA,USA,NOAM,1941,established,academic,academic,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,global,40,public_opinion|health_clinical,labor_employment|education,direct,explicit_consent,project_commission,researcher_restricted,B,Runs the General Social Survey and AmeriSpeak; the oldest large academic survey organisation in the United States
westat,Westat,NA,USA,NOAM,1963,established,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,multi_region,20,public_opinion|health_clinical,education|labor_employment,direct,explicit_consent,project_commission,none,B,Employee-owned; runs large federal statistical collections under contract
rti_international,RTI International,NA,USA,NOAM,1958,established,nonprofit,nonprofit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,global,60,health_clinical|public_opinion,education|environment_climate,direct,explicit_consent,project_commission,researcher_restricted,B,Runs the National Survey on Drug Use and Health and large international health collections
mathematica,Mathematica,NA,USA,NOAM,1968,established,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,episodic,multi_region,25,public_opinion|labor_employment,health_clinical|education,direct,explicit_consent,project_commission,researcher_restricted,B,Employee-owned policy research firm; collects primary data for federal evaluations
abt_global,Abt Global,NA,USA,NOAM,1965,established,private_pe,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,global,40,health_clinical|public_opinion,environment_climate|education,direct,explicit_consent,project_commission,none,B,Formerly Abt Associates; runs the Demographic and Health Surveys in several countries
ssrs,SSRS,NA,USA,NOAM,1983,established,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,episodic,single_country,1,public_opinion|health_clinical,media_audience,direct,explicit_consent,project_commission,none,B,Field house behind many US media and foundation polls including CNN and KFF
icf_international,ICF,NA,USA,NOAM,1969,established,public_listed,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,global,50,health_clinical|public_opinion,environment_climate|energy_extractives,direct,explicit_consent,project_commission,none,B,Implements the USAID Demographic and Health Surveys programme
quinnipiac_poll,Quinnipiac University Poll,Quinnipiac University,USA,NOAM,1988,established,academic,academic,active,NA,survey_insights,NA,telephone,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,open,B,University polling institute; releases national and state political surveys free of charge
marist_poll,Marist Poll,Marist University,USA,NOAM,1978,established,academic,academic,active,NA,survey_insights,NA,telephone,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,open,B,University polling institute; partners with NPR and PBS NewsHour
monmouth_poll,Monmouth University Polling Institute,Monmouth University,USA,NOAM,2005,scaleup,academic,academic,active,NA,survey_insights,NA,telephone,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,open,B,University polling institute known for early primary state surveys
siena_research,Siena College Research Institute,Siena College,USA,NOAM,1980,established,academic,academic,active,NA,survey_insights,NA,telephone,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,open,B,Runs the New York Times/Siena national and battleground polls
emerson_polling,Emerson College Polling,Emerson College,USA,NOAM,2012,scaleup,academic,academic,active,NA,survey_insights,NA,online_panel,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,open,B,University polling centre publishing frequent national and state surveys
surveyusa,SurveyUSA,NA,USA,NOAM,1992,established,private_independent,for_profit,active,NA,survey_insights,NA,telephone,individual,episodic,single_country,1,public_opinion,media_audience,direct,explicit_consent,project_commission,none,B,Automated telephone and online polling for local television stations
prri,PRRI,NA,USA,NOAM,2009,scaleup,nonprofit,nonprofit,active,NA,survey_insights,NA,online_panel,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,open,B,Public Religion Research Institute; surveys religion and values and publishes microdata
ap_norc,AP-NORC Center for Public Affairs Research,NORC at the University of Chicago,USA,NOAM,2011,scaleup,academic,academic,active,NA,survey_insights,NA,online_panel,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,researcher_restricted,B,Joint venture between the Associated Press and NORC using the AmeriSpeak panel
civiqs,Civiqs,NA,USA,NOAM,2014,scaleup,private_independent,for_profit,active,NA,survey_insights,panel_sample,online_panel,individual,daily,single_country,1,public_opinion,NA,direct,explicit_consent,subscription,none,B,Runs a continuously tracking online panel of registered voters
echelon_insights,Echelon Insights,NA,USA,NOAM,2014,scaleup,private_independent,for_profit,active,NA,survey_insights,NA,online_panel,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,B,Republican-aligned opinion research and analytics firm
data_for_progress,Data for Progress,NA,USA,NOAM,2018,scaleup,nonprofit,nonprofit,active,NA,survey_insights,NA,online_panel,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,open,B,Progressive think tank running its own surveys and publishing toplines openly
cygnal,Cygnal,NA,USA,NOAM,2010,scaleup,private_independent,for_profit,active,NA,survey_insights,NA,telephone,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,B,Republican-aligned campaign polling firm
leger,Leger,NA,CAN,NOAM,1986,established,private_independent,for_profit,active,NA,survey_insights,panel_sample,online_panel,individual,episodic,multi_region,3,public_opinion|consumer_behavior,media_audience,direct,explicit_consent,project_commission,none,A,Founded by Marcel Leger and Jean-Marc Leger; the largest Canadian-owned research firm
angus_reid_institute,Angus Reid Institute,NA,CAN,NOAM,2014,scaleup,nonprofit,nonprofit,active,NA,survey_insights,NA,online_panel,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,open,A,Non-profit foundation founded in October 2014 by Angus Reid; publishes results free
nanos_research,Nanos Research,NA,CAN,NOAM,1987,established,private_independent,for_profit,active,NA,survey_insights,NA,telephone,individual,weekly,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,B,Formerly SES Research; runs weekly tracking for Canadian media
ekos_research,EKOS Research Associates,NA,CAN,NOAM,1980,established,private_independent,for_profit,active,NA,survey_insights,field_agency,telephone,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,none,B,Ottawa opinion research firm working for federal departments and media
abacus_data,Abacus Data,NA,CAN,NOAM,2010,scaleup,private_independent,for_profit,active,NA,survey_insights,NA,online_panel,individual,monthly,single_country,1,public_opinion|consumer_behavior,NA,direct,explicit_consent,project_commission,none,B,Ottawa firm publishing regular national political and social surveys
environics_research,Environics Research,NA,CAN,NOAM,1970,established,private_independent,for_profit,active,NA,survey_insights,consumer_broker,online_panel,individual,episodic,single_country,1,public_opinion|consumer_behavior,NA,direct,explicit_consent,project_commission,none,B,Social values research; the affiliated Environics Analytics sells geodemographic segmentation
skywatch,SkyWatch,NA,CAN,NOAM,2014,scaleup,private_vc,for_profit,active,NA,earth_observation,NA,api_partner,area,daily,global,195,earth_observation,NA,none,not_applicable,api_license,commercial_only,B,Waterloo firm reselling imagery from multiple satellite operators through one API
mda_space,MDA Space,NA,CAN,NOAM,1969,established,public_listed,for_profit,active,NA,earth_observation,NA,remote_sensing,area,daily,global,195,earth_observation,infrastructure,none,not_applicable,subscription,commercial_only,B,Builds and operates the RADARSAT synthetic aperture radar constellation
ecopia_ai,Ecopia AI,NA,CAN,NOAM,2013,scaleup,private_vc,for_profit,active,NA,earth_observation,NA,remote_sensing,place,annual,global,60,earth_observation|infrastructure,housing_property,none,not_applicable,subscription,commercial_only,B,Extracts building and road vector maps from aerial and satellite imagery
farmers_edge,Farmers Edge,Fairfax Financial,CAN,NOAM,2005,established,private_pe,for_profit,active,NA,iot_telemetry,earth_observation,sensor_hardware,area,daily,multi_region,5,agriculture|earth_observation,environment_climate,none,contractual_third_party,subscription,commercial_only,A,Taken private by Fairfax in March 2024 at 99 percent below its 2021 listing price
deveron,Deveron,NA,CAN,NOAM,2016,scaleup,public_listed,for_profit,active,NA,distributed_sensing,earth_observation,environmental_sample,area,episodic,single_country,2,agriculture,environment_climate,none,contractual_third_party,project_commission,commercial_only,C,Soil sampling and field data collection for North American growers
semios,Semios,NA,CAN,NOAM,2010,scaleup,private_vc,for_profit,active,NA,iot_telemetry,distributed_sensing,sensor_hardware,area,real_time,multi_region,5,agriculture,environment_climate,none,contractual_third_party,subscription,commercial_only,B,In-canopy sensor networks for permanent crops in North America and Europe
bluedot,BlueDot,NA,CAN,NOAM,2013,scaleup,private_vc,for_profit,active,NA,social_osint,health_rwd,web_scrape,document,real_time,global,195,health_clinical|social_discourse,migration_displacement,indirect,public_record,subscription,commercial_only,B,"Infectious disease surveillance from news, flight and official sources"
local_logic,Local Logic,NA,CAN,NOAM,2015,scaleup,private_vc,for_profit,active,NA,location_mobility,NA,api_partner,place,quarterly,multi_region,2,mobility_location|housing_property,NA,none,contractual_third_party,api_license,commercial_only,B,Location scoring and neighbourhood characterisation for real estate platforms
riskthinking_ai,riskthinking.AI,NA,CAN,NOAM,2018,scaleup,private_vc,for_profit,active,NA,climate_risk,NA,api_partner,area,annual,global,195,environment_climate,financial_transactions,none,not_applicable,subscription,commercial_only,C,Toronto firm modelling physical and transition climate risk for financial institutions
triton_digital,Triton Digital,iHeartMedia,CAN,NOAM,2006,scaleup,subsidiary,for_profit,active,NA,audience_measurement,NA,device_passive,device,daily,global,40,media_audience,NA,indirect,platform_terms,subscription,commercial_only,B,Measures streaming audio and podcast audiences; the Podcast Metrics service is IAB certified
descartes_datamyne,Descartes Datamyne,Descartes Systems Group,CAN,NOAM,2002,established,subsidiary,for_profit,active,NA,trade_logistics,NA,admin_records,transaction,daily,global,50,supply_chain,firmographic,none,public_record,subscription,commercial_only,B,Customs and bill of lading records resold as a trade intelligence product
browse_ai,Browse AI,NA,CAN,NOAM,2020,startup,private_vc,for_profit,active,NA,web_data,NA,web_scrape,document,daily,global,NA,web_content,prices_retail,none,platform_terms,subscription,commercial_only,C,No-code web extraction and monitoring service
internet_archive,Internet Archive,NA,USA,NOAM,1996,established,nonprofit,nonprofit,active,NA,web_data,NA,web_scrape,document,daily,global,195,web_content,legal_regulatory,none,platform_terms,open_free,open,B,Operates the Wayback Machine; the largest open archive of the public web
exa_ai,Exa,NA,USA,NOAM,2021,startup,private_vc,for_profit,active,NA,web_data,NA,web_scrape,document,daily,global,195,web_content,NA,none,platform_terms,api_license,commercial_only,C,Builds and licenses a semantic index of the web for AI retrieval
altana,Altana,NA,USA,NOAM,2018,scaleup,private_vc,for_profit,active,NA,trade_logistics,b2b_firmographic,admin_records,firm,daily,global,60,supply_chain|firmographic,legal_regulatory,none,contractual_third_party,subscription,commercial_only,B,Maps multi-tier supply chain networks from customs and corporate records
project44,project44,NA,USA,NOAM,2014,scaleup,private_vc,for_profit,active,NA,trade_logistics,iot_telemetry,api_partner,transaction,real_time,global,40,supply_chain,mobility_location,none,contractual_third_party,subscription,commercial_only,B,Real-time freight visibility from carrier and telematics feeds
fourkites,FourKites,NA,USA,NOAM,2014,scaleup,private_vc,for_profit,active,NA,trade_logistics,iot_telemetry,device_passive,vehicle,real_time,global,40,supply_chain|mobility_location,NA,none,contractual_third_party,subscription,commercial_only,B,Tracks freight through driver mobile applications and carrier telematics
clear_secure,CLEAR,NA,USA,NOAM,2010,established,public_listed,for_profit,active,NA,identity_biometric,NA,sensor_hardware,individual,episodic,single_country,1,identity_biometric,NA,direct,explicit_consent,subscription,none,B,Biometric identity verification enrolled at airports and stadiums
id_me,ID.me,NA,USA,NOAM,2010,scaleup,private_vc,for_profit,active,NA,identity_biometric,NA,api_partner,individual,episodic,single_country,1,identity_biometric,NA,direct,explicit_consent,api_license,none,B,Identity proofing for US federal and state agencies including facial matching
socure,Socure,NA,USA,NOAM,2012,scaleup,private_vc,for_profit,active,NA,identity_biometric,consumer_broker,api_partner,individual,real_time,single_country,1,identity_biometric|credit_risk,NA,indirect,contractual_third_party,api_license,none,B,Identity verification and fraud scoring from assembled consumer records
